,expo,expo_est
10,1.45,0.9743201378730144
19,0.7,0.5722433335183331
28,0.55,1.156413245088244
40,1.55,1.5019148948111662
43,1.9,1.715554326229328
52,1.5,1.4866283175158173
53,0.5,0.5686565576398908
55,0.6,0.5077083280916611
62,0.55,0.5860429789346449
63,0.3,0.4441869377536042
64,1.75,1.2604611609069942
68,0.15,0.40261022542272573
73,0.45,1.0089164873089878
75,0.25,0.22180339860756537
77,0.1,0.4227423881673889
79,1.4,1.5785349588682935
80,0.45,0.6427533643371891
81,0.95,0.9619271865480215
82,0.75,1.139966778283446
91,0.45,0.6218374927541596
93,1.9,1.2340976515768174
95,0.5,0.7691925875050875
97,0.9,0.5666203831662164
99,0.8,0.9386232348605912
100,1.25,1.331152228050791
101,0.6,1.016136180948681
104,1.4,1.6746825994992658
105,0.2,0.41054438616938527
106,0.1,0.4220879783796447
107,1.1,1.5454033116574768
108,1.45,1.478458649991982
110,0.8,1.0467631624729024
116,0.15,0.45953184716518025
120,0.5,0.4425408677742011
123,0.65,0.531982445024112
128,0.1,1.1209983791680367
131,1.9,0.9707312971795814
135,0.25,0.5329444379694377
136,0.75,1.3529066558441567
139,0.15,0.26301004358296015
141,1.2,1.0411254679733855
160,1.45,1.643853040632207
163,1.4,1.207296382398466
165,1.95,1.8671985149110204
171,1.85,1.6395722118930454
178,1.8,1.7653789775039777
184,0.2,0.771533254245753
193,1.9,1.5466912462537448
197,0.85,0.8669277555128431
203,0.35,0.9324654835047846
211,1.7,1.6423019013394013
213,0.95,1.1426449776085725
215,1.65,1.3554744311244316
228,0.25,0.34368756305422976
232,0.4,0.2705455427288762
239,1.25,1.5426530461822137
243,0.8,0.5929768137726474
248,1.55,1.4646547587555816
259,1.7,1.4226546478213138
264,1.4,1.5168003979045657
266,1.3,1.3847810439560455
279,1.05,1.3357863893822233
288,1.4,0.9333992823534499
293,0.25,0.422240922811756
301,1.95,1.7907835140168495
303,0.5,0.6324206077872745
307,0.25,0.2775872800039468
330,1.95,1.8219336840628517
336,0.2,0.42345571450154784
337,1.95,1.8666806634723352
344,0.9,0.6309805119263452
353,1.0,0.9569856114358628
358,1.3,1.263197761014075
359,1.55,1.7248737691321019
362,0.95,0.9224900103980994
363,0.25,0.4559295454545456
365,1.95,1.879448196710703
367,1.2,0.935231333789667
370,0.85,0.6207097236097232
372,0.85,0.5863333723375388
375,1.7,1.5277253343878343
383,0.5,0.33349770522687233
386,1.65,1.2184955447330463
389,0.2,0.7235620185102081
391,1.2,1.0042756544271931
400,1.05,0.9696016235807758
404,0.55,0.8751999560624572
419,1.7,0.9010097872806205
423,1.15,1.2933297432482929
425,1.95,1.4903513588263602
432,0.8,0.8261948165930963
433,1.05,1.0034736619861617
442,0.8,0.9213621363204698
447,1.0,1.0070778752112088
458,1.2,1.2086866822247582
468,1.8,1.5780486063319377
469,0.6,1.0038329423198586
471,0.35,0.6188410247160252
490,0.25,0.4346697458405787
492,0.75,0.49778030595947254
501,1.45,1.1571458708748497
504,0.6,0.8279406090051926
511,0.8,1.1448957575671026
512,1.8,1.3737611455354333
513,1.7,1.2321425730134068
515,1.15,0.9993400937025928
523,1.4,1.366257282069781
524,1.05,1.099928350164657
540,0.15,0.40551103772770375
542,1.45,1.4980404336444892
562,0.9,1.0903608605900261
563,0.75,0.6790311136394475
564,0.3,0.47551952268410597
566,1.45,1.5018388303825818
571,1.3,1.3775686384603065
586,1.7,1.702665146581811
588,0.35,0.5214900872275863
590,1.65,0.9211419528002857
592,0.55,0.3315347286972286
595,1.85,0.9947332544253816
602,1.0,0.650668294668295
603,0.55,0.4688190906315906
606,1.65,1.3584138906544163
609,1.0,1.0841793159099375
611,1.25,1.2898877932252943
612,0.2,0.4697748276414943
616,1.25,1.1712197167752063
623,1.55,1.2195199535032877
625,0.95,1.323631477010645
626,0.05,0.25713825325908635
630,0.75,0.9447471189304527
636,0.8,1.0758973142483337
638,1.5,1.4155095461637122
645,1.55,1.703238103871438
646,1.85,1.5958821758488413
647,1.85,0.8042059980143303
648,0.6,0.541192285646452
649,0.1,1.2999091444049795
653,0.1,0.2893919884128219
656,1.55,1.0860421333824268
662,1.75,1.237869675848844
668,0.75,0.6554007131757134
673,0.1,0.6866519767269763
681,0.25,0.5112109521651188
686,0.7,1.1461880053588382
691,1.05,1.3822102169435493
696,0.6,0.5218276032609367
699,1.3,1.201815368675583
711,0.2,0.7214158104241428
715,0.75,0.776263851272185
721,0.05,0.41646434861434867
726,1.15,0.611834524580358
727,0.4,1.1765396217979551
732,0.65,0.9370022744231077
734,0.65,0.8495924669466344
736,0.45,0.43435188607688613
739,1.7,1.2075746651367834
746,0.15,0.27065908273824957
754,0.25,1.0698000613823555
755,1.55,1.6051585553589476
757,0.8,0.9930624283124266
761,0.25,0.4991230884855884
765,1.45,1.3236992536784193
769,1.55,1.6802071880280187
770,1.65,1.632356374181376
777,1.55,1.4674866981783652
781,0.6,0.6107115182656845
782,0.15,0.8323946493321497
784,0.9,1.1741882235048897
792,1.1,0.8630669688512304
797,0.1,0.22644176363759688
804,1.7,1.3895974025974054
813,1.3,1.0839639379220536
814,1.2,1.0794791150560183
815,1.85,1.8415953773078808
819,1.75,1.7309966140341133
824,0.7,0.7224545337378667
827,1.45,1.4412324869574895
833,2.0,1.1552722135888798
835,1.1,1.2024853296394955
838,1.7,1.7359077579827593
846,0.7,0.8166127525252517
848,1.7,1.6319162848725342
851,0.55,0.9711470046928379
853,1.9,1.4374522007404376
857,0.45,0.5169267852517854
859,1.15,1.0037266052121439
860,1.3,1.3622464385922721
868,0.05,0.6871846736596737
869,1.7,1.5166783614728347
877,0.5,0.30772878664545283
884,0.2,1.0140378360065856
889,0.35,0.5247781963406967
894,1.8,1.5334918394876733
902,0.5,0.7931468983177324
903,0.5,0.4068925267633608
907,0.3,0.7558157019320272
909,1.15,1.5427941351087182
922,1.6,1.0267269159130004
924,0.3,1.0596767934226272
937,0.5,0.44517755516088864
941,1.95,1.6696882842466154
943,0.35,0.5121778656528659
945,2.0,1.8563364311614328
946,0.95,0.9976952803188099
947,0.65,0.26148852320519017
956,1.8,1.5000802840677843
957,1.0,1.2199621688496678
966,1.35,0.40169619901703213
967,1.9,1.786770598845599
968,1.15,1.0675595537178877
969,1.35,1.4284278786028783
972,1.55,1.8006311697561692
973,1.55,1.3224776878789508
981,0.5,0.8193618195076535
990,1.05,1.4865501410626396
997,0.2,0.4954648366294199
999,0.65,0.9587678465053457
1000,1.2,0.962323177403569
1004,1.55,1.1313034807784803
1005,1.9,1.9060724605641348
1007,0.7,0.45926052250218874
1009,1.4,1.3657176479384816
1010,0.55,0.9519832312703953
1025,1.4,1.4942513392471726
1028,0.3,0.5125400522317192
1032,0.45,0.6781280483405477
1040,1.45,1.1793905452572122
1046,1.6,1.1240295053711715
1053,1.3,1.2277634527502208
1054,0.65,1.2812197455322463
1058,0.3,0.6684417588584258
1059,0.55,0.7937594323885987
1062,0.8,0.6681141599952999
1064,0.6,1.0857480007646674
1075,0.05,0.43605612658945986
1076,1.45,1.5052489137405825
1077,0.35,1.0775801597564965
1080,0.2,0.4710819725798892
1097,1.6,1.0964173210566
1099,0.35,1.0445871853455184
1107,1.3,0.6057015460392915
1110,0.8,0.7557691381149725
1111,0.35,0.6039102186393851
1125,0.5,0.9900221592261759
1128,0.65,0.7997744101577438
1130,2.0,1.2177685772046862
1131,1.0,0.9939427164722309
1134,0.2,1.0599063590018658
1137,0.05,0.44609203759203764
1144,1.9,1.7104428639261982
1146,1.55,1.321646086321086
1152,1.6,1.067338261275762
1162,1.5,1.3035150050566708
1175,1.0,0.9213848520306838
1181,1.05,1.1642106632186506
1183,0.6,0.8343889328264322
1184,0.75,0.6350162255953922
1188,1.65,1.2976600214600227
1193,0.45,1.0711083840542166
1198,0.6,0.7952328006869668
1199,1.4,1.6529470520220533
1211,0.1,0.2555919904169907
1221,1.35,1.2511918929835588
1228,0.15,0.1859654179154178
1241,0.95,0.9745903735665365
1253,0.25,1.0627328045961475
1258,1.3,1.4265753724670405
1263,1.45,1.0398854796710182
1264,0.5,0.4989034504076171
1266,1.45,1.253891972225306
1268,0.75,1.2908493261368263
1280,1.4,1.4992466143926175
1287,1.85,1.8151936298269624
1288,1.35,1.3034933993475648
1291,1.5,1.2318901550609898
1293,1.4,1.5163292224750533
1296,1.65,1.0358517995893002
1300,1.9,1.341867159692161
1305,0.4,0.5111658968549312
1306,0.65,0.6256759521342856
1311,1.2,1.4021570572945565
1313,0.35,0.9958614068030726
1320,0.9,0.9772326743496038
1323,1.35,1.3893077319285652
1335,1.05,0.556080574372022
1337,1.3,1.6263945818265573
1339,0.65,0.8779603769513369
1344,0.05,1.0465427996124999
1348,1.2,1.2103596659942666
1354,2.0,1.9708992885201215
1360,0.85,1.108864928184483
1365,0.6,0.5723742544492545
1372,0.35,0.6294758380508384
1375,1.35,1.5037019798103142
1384,1.15,1.434798664607
1389,1.8,1.3727244918661592
1394,1.05,1.0264621997083634
1396,1.1,1.4661917619964666
1397,1.8,1.3766057713891064
1400,1.5,1.6478693889443905
1401,0.15,1.1733591168091189
1404,1.1,1.5577037294495635
1405,1.8,1.525641441743978
1408,1.0,0.9329157777752642
1409,0.4,0.6178216730800069
1410,1.75,1.5071404822029826
1415,1.2,1.0082704712567165
1420,0.35,1.1421483895733884
1434,1.6,1.468273335195031
1435,1.6,1.6803350011100002
1436,1.0,0.6879920790629125
1445,1.95,1.7160148967544786
1446,0.25,0.6874794380002716
1447,1.1,0.7191712711671046
1449,1.25,1.2279613311071638
1451,0.6,0.2933084854959855
1458,0.4,0.47415566270149595
1459,0.65,0.29841282467532454
1472,1.5,1.3818586601035117
1477,2.0,1.519543993043994
1486,0.35,0.49865907009657
1488,0.45,0.6074155825655828
1491,0.7,0.7209716165007836
1492,0.8,0.1720146970313636
1497,1.3,1.4793899562669286
1506,1.9,1.7334099251057589
1508,0.4,0.6642275371233705
1510,0.3,1.017539936904042
1512,1.35,1.1231842632675948
1535,0.15,0.5513247055413724
1537,1.45,1.1202764477806153
1539,1.8,1.4550779314820994
1548,1.2,1.1581334547011635
1549,1.5,1.209753436064504
1562,0.05,0.19816865464782132
1565,1.0,0.4207252594627597
1575,1.8,1.760940147044313
1576,1.35,1.235539380496047
1582,0.55,0.9194993571488524
1588,0.65,0.5272707239722587
1598,1.85,1.7003023320814998
1600,1.2,1.3879384200675884
1604,0.85,0.680716537166538
1608,1.9,1.502379824958993
1609,0.15,0.47039514837014806
1610,0.25,0.5380395057103382
1612,0.05,0.2944175441842111
1613,1.8,1.630007323078157
1614,1.8,1.2035597213776559
1616,1.6,1.204563980153421
1618,0.85,0.9547620789704128
1619,0.1,0.3769205789580794
